continent,country_name,dataset_id,date,latitude,layer_id,layer_name,licence,longitude,lower_depth,method_options,organic_surface,positional_uncertainty,profile_code,profile_id,region,upper_depth,value,value_avg
Asia,Indonesia,WD-WISE,1985-9-1,-1.0638889,28830,BA,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",100.9875031,34,"{""instrument = [ sieve ] sample pretreatment = [ sieved over 2 mm sieve ] size = [ 0.05 - 2 mm ]""}",False,1 km - 10 km,ID0046,1121939,South-Eastern Asia,4,{37.0},37.0
Asia,Indonesia,WD-WISE,1988-??-??,-0.708333333333333,41651,Ah,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",116.70833333333333,2,"{""instrument = [ sieve ] sample pretreatment = [ sieved over 2 mm sieve ] size = [ 0.05 - 2 mm ]""}",False,1 km - 10 km,ID0093,1124437,South-Eastern Asia,0,{39.0},39.0
Asia,Indonesia,WD-WISE,1988-??-??,-0.8625,28890,E,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",116.5625,20,"{""instrument = [ sieve ] sample pretreatment = [ sieved over 2 mm sieve ] size = [ 0.05 - 2 mm ]""}",False,1 km - 10 km,ID0079,1121949,South-Eastern Asia,8,{35.0},35.0
Asia,Indonesia,WD-WISE,1983-7-1,4.883333333333333,43732,Ah1,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",96.73333333333333,16,"{""instrument = [ sieve ] sample pretreatment = [ sieved over 2 mm sieve ] size = [ 0.05 - 2 mm ]""}",False,Over 10 km,ID0039,1124785,South-Eastern Asia,0,{41.0},41.0
Asia,Indonesia,WD-WISE,1988-??-??,-0.8625,28857,,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",116.57083333333334,110,"{""instrument = [ sieve ] sample pretreatment = [ sieved over 2 mm sieve ] size = [ 0.05 - 2 mm ]""}",False,1 km - 10 km,ID0072,1121943,South-Eastern Asia,52,{43.0},43.0
Asia,Indonesia,WD-ISIS,1989-2-1,-3.633333333333333,4160,Ah2,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",128.2,24,"{""sample pretreatment = [ sieved over 2 mm sieve ] size = [ 0.05 - 2 mm ]""}",False,Over 10 km,ID044,1115894,South-Eastern Asia,9,{5.9},5.9
Asia,Indonesia,WD-WISE,1987-11-1,-1.2305557,44170,Bs3,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",101.2249985,160,"{""instrument = [ sieve ] sample pretreatment = [ sieved over 2 mm sieve ] size = [ 0.05 - 2 mm ]""}",False,1 km - 10 km,ID0062,1124858,South-Eastern Asia,117,{7.0},7.0
Asia,Indonesia,WD-ISIS,1989-2-1,-3.683333333333334,4128,Ah2,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",128.28333333333333,52,"{""sample pretreatment = [ sieved over 2 mm sieve ] size = [ 0.05 - 2 mm ]""}",False,Over 10 km,ID046,1115889,South-Eastern Asia,12,{22.2},22.2
Asia,Indonesia,WD-ISIS,1987-6-1,-7.866666666666667,4207,,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",112.46666666666667,29,"{""sample pretreatment = [ sieved over 2 mm sieve ] size = [ 0.05 - 2 mm ]""}",False,Over 10 km,ID026,1115900,South-Eastern Asia,16,{29.9},29.9
Asia,Indonesia,WD-ISIS,1987-5-1,-7.866666666666667,4919,,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",112.43333333333334,42,"{""sample pretreatment = [ sieved over 2 mm sieve ] size = [ 0.05 - 2 mm ]""}",False,Over 10 km,ID014,1115999,South-Eastern Asia,16,{35.8},35.8
Asia,Indonesia,WD-WISE,1983-7-1,4.883333333333333,43734,,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",96.73333333333333,29,"{""instrument = [ sieve ] sample pretreatment = [ sieved over 2 mm sieve ] size = [ 0.05 - 2 mm ]""}",False,Over 10 km,ID0039,1124785,South-Eastern Asia,23,{17.0},17.0
Asia,Indonesia,WD-WISE,1987-6-1,-7.866666666666667,43186,3Ah2,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",112.48333333333333,138,"{""instrument = [ sieve ] sample pretreatment = [ sieved over 2 mm sieve ] size = [ 0.05 - 2 mm ]""}",False,Over 10 km,ID0051,1124698,South-Eastern Asia,107,{7.0},7.0
Asia,Indonesia,WD-ISIS,1988-12-1,1.433333333333333,3153,Bw,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",101.18055555555556,32,"{""sample pretreatment = [ sieved over 2 mm sieve ] size = [ 0.05 - 2 mm ]""}",False,Over 10 km,ID038,1115748,South-Eastern Asia,22,{69.7},69.7
Asia,Indonesia,WD-ISIS,1992-??-??,-0.993333333333333,4347,Bt1,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",116.95666666666666,70,"{""sample pretreatment = [ sieved over 2 mm sieve ] size = [ 0.05 - 2 mm ]""}",False,1 km - 10 km,ID047,1115919,South-Eastern Asia,40,{49.5},49.5
Asia,Indonesia,WD-WISE,1980-??-??,-3.908888888888889,28798,B21,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",122.00722222222223,95,"{""instrument = [ sieve ] sample pretreatment = [ sieved over 2 mm sieve ] size = [ 0.05 - 2 mm ]""}",False,1 km - 10 km,ID0015,1121934,South-Eastern Asia,50,{23.0},23.0
Asia,Indonesia,US-NCSS,1994-6-28,-8.5646944,839856,2Btb,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/,119.5031357,130,"{""sample pretreatment = [ sieved over 2 mm sieve ] size = [ 0.05 - 2 mm ]""}",False,Circa 100 m,94P0838,1084468,South-Eastern Asia,105,{49.6},49.6
Asia,Indonesia,US-NCSS,1987-5-1,-6.4333334,602980,Bt1,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/,107.4000015,54,"{""sample pretreatment = [ sieved over 2 mm sieve ] size = [ 0.05 - 2 mm ]""}",False,Over 10 km,87P0486,1052485,South-Eastern Asia,25,{5.1},5.1
Asia,Indonesia,US-NCSS,1985-9-1,-1.5666667,602972,,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/,102.4166641,19,"{""sample pretreatment = [ sieved over 2 mm sieve ] size = [ 0.05 - 2 mm ]""}",False,Over 10 km,86P0129,1052484,South-Eastern Asia,5,{55.6},55.6
Asia,Indonesia,US-NCSS,1985-9-1,-6.522222,601105,Bw,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/,106.3527756,41,"{""sample pretreatment = [ sieved over 2 mm sieve ] size = [ 0.05 - 2 mm ]""}",False,1 km - 10 km,86P0131,1052207,South-Eastern Asia,10,{7.4},7.4
Asia,Indonesia,WD-WISE,1988-??-??,-1.020833333333333,28849,Ah,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",116.56666666666666,10,"{""instrument = [ sieve ] sample pretreatment = [ sieved over 2 mm sieve ] size = [ 0.05 - 2 mm ]""}",False,1 km - 10 km,ID0071,1121942,South-Eastern Asia,0,{43.0},43.0
Asia,Indonesia,WD-ISIS,1983-7-1,4.816666666666666,2636,AC,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",96.75,31,"{""sample pretreatment = [ sieved over 2 mm sieve ] size = [ 0.05 - 2 mm ]""}",False,Over 10 km,ID023,1115671,South-Eastern Asia,17,{68.2},68.2
Asia,Indonesia,WD-ISIS,1987-12-1,0.961111111111111,3877,Ah2,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",101.17777777777778,32,"{""sample pretreatment = [ sieved over 2 mm sieve ] size = [ 0.05 - 2 mm ]""}",False,1 km - 10 km,ID041,1115854,South-Eastern Asia,14,{60.8},60.8
Asia,Indonesia,WD-WISE,1981-9-1,-7.983333333333333,36196,A1,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",112.66666666666667,23,"{""instrument = [ sieve ] sample pretreatment = [ sieved over 2 mm sieve ] size = [ 0.05 - 2 mm ]""}",False,Over 10 km,ID0027,1123372,South-Eastern Asia,0,{35.0},35.0
Asia,Indonesia,WD-ISIS,1987-5-1,-7.616666666666667,2549,A'h,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",112.83333333333333,113,"{""sample pretreatment = [ sieved over 2 mm sieve ] size = [ 0.05 - 2 mm ]""}",False,Over 10 km,ID025,1115659,South-Eastern Asia,80,{2.7},2.7
Asia,Indonesia,WD-ISIS,1987-12-1,1.941666666666667,4259,2Cg2,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",101.32222222222222,33,"{""sample pretreatment = [ sieved over 2 mm sieve ] size = [ 0.05 - 2 mm ]""}",False,1 km - 10 km,ID042,1115907,South-Eastern Asia,16,{2.6},2.6
Asia,Indonesia,WD-WISE,1987-6-1,-6.386111111111111,43912,3Bw,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",106.5375,100,"{""instrument = [ sieve ] sample pretreatment = [ sieved over 2 mm sieve ] size = [ 0.05 - 2 mm ]""}",False,1 km - 10 km,ID0059,1124814,South-Eastern Asia,85,{1.0},1.0
Asia,Indonesia,US-NCSS,1982-2-1,-4.866666666666667,602956,,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/,104.98333333333333,192,"{""sample pretreatment = [ sieved over 2 mm sieve ] size = [ 0.05 - 2 mm ]""}",False,Over 10 km,82P0382,1052481,South-Eastern Asia,162,{7.9},7.9
Asia,Indonesia,WD-WISE,1981-7-1,-6.833333333333333,43308,2B2b,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",107.61666666666666,141,"{""instrument = [ sieve ] sample pretreatment = [ sieved over 2 mm sieve ] size = [ 0.05 - 2 mm ]""}",False,Over 10 km,ID0019,1124715,South-Eastern Asia,132,{9.0},9.0
Asia,Indonesia,WD-WISE,1981-9-1,-7.983333333333333,35857,Ap,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",112.66666666666667,4,"{""instrument = [ sieve ] sample pretreatment = [ sieved over 2 mm sieve ] size = [ 0.05 - 2 mm ]""}",False,Over 10 km,ID0024,1123309,South-Eastern Asia,0,{40.0},40.0
Asia,Indonesia,WD-ISIS,1980-6-1,3.783333333333333,2679,,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",97.61666666666666,75,"{""sample pretreatment = [ sieved over 2 mm sieve ] size = [ 0.05 - 2 mm ]""}",False,Over 10 km,ID008,1115677,South-Eastern Asia,70,{22.7},22.7
Asia,Indonesia,WD-WISE,1980-??-??,-6.665,28770,C,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",106.87,850,"{""instrument = [ sieve ] sample pretreatment = [ sieved over 2 mm sieve ] size = [ 0.05 - 2 mm ]""}",False,1 km - 10 km,ID0006,1121928,South-Eastern Asia,450,{5.0},5.0
Asia,Indonesia,WD-ISIS,1987-6-1,-6.583333333333333,4292,Bw3,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",106.81666666666666,120,"{""sample pretreatment = [ sieved over 2 mm sieve ] size = [ 0.05 - 2 mm ]""}",False,Over 10 km,ID004,1115912,South-Eastern Asia,80,{5.8},5.8
Asia,Indonesia,WD-ISIS,1987-5-1,-7.616666666666667,2551,AC1,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",112.83333333333333,140,"{""sample pretreatment = [ sieved over 2 mm sieve ] size = [ 0.05 - 2 mm ]""}",False,Over 10 km,ID025,1115659,South-Eastern Asia,113,{3.2},3.2
Asia,Indonesia,US-NCSS,1982-2-1,-6.95,602963,Bwb2,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/,107.56666666666666,169,"{""sample pretreatment = [ sieved over 2 mm sieve ] size = [ 0.05 - 2 mm ]""}",False,Over 10 km,82P0381,1052482,South-Eastern Asia,136,{89.0},89.0
Asia,Indonesia,WD-WISE,1982-2-1,-4.866666666666667,36206,Bt4,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",104.98333333333333,128,"{""instrument = [ sieve ] sample pretreatment = [ sieved over 2 mm sieve ] size = [ 0.05 - 2 mm ]""}",False,Over 10 km,ID0028,1123373,South-Eastern Asia,111,{5.0},5.0
Asia,Indonesia,WD-WISE,1982-12-1,-0.533333333333333,44468,2Bw2,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",112.6,104,"{""instrument = [ sieve ] sample pretreatment = [ sieved over 2 mm sieve ] size = [ 0.05 - 2 mm ]""}",False,Over 10 km,ID0031,1124907,South-Eastern Asia,73,{39.0},39.0
Asia,Indonesia,WD-WISE,1982-12-1,-0.533333333333333,44466,Bw1,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",112.6,39,"{""instrument = [ sieve ] sample pretreatment = [ sieved over 2 mm sieve ] size = [ 0.05 - 2 mm ]""}",False,Over 10 km,ID0031,1124907,South-Eastern Asia,15,{40.0},40.0
Asia,Indonesia,WD-ISIS,1987-6-1,-6.7,3644,3Ah,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",106.9,101,"{""sample pretreatment = [ sieved over 2 mm sieve ] size = [ 0.05 - 2 mm ]""}",False,Over 10 km,ID003,1115820,South-Eastern Asia,85,{75.5},75.5
Asia,Indonesia,WD-WISE,1987-11-1,-1.2305557,44172,C2,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",101.2249985,280,"{""instrument = [ sieve ] sample pretreatment = [ sieved over 2 mm sieve ] size = [ 0.05 - 2 mm ]""}",False,1 km - 10 km,ID0062,1124858,South-Eastern Asia,200,{10.0},10.0
