continent,country_name,dataset_id,date,latitude,layer_id,layer_name,licence,longitude,lower_depth,method_options,organic_surface,positional_uncertainty,profile_code,profile_id,region,upper_depth,value,value_avg
Asia,Indonesia,WD-WISE,1983-2-1,-6.733333333333333,42979,O/Ah,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",105.31666666666666,7,"{""concentration = [ not applied ] ratio = [ 1:2.5 ] sample pretreatment = [ sieved over 2 mm sieve ] solution = [ water [H2O] ]""}",False,Over 10 km,ID0036,1124663,South-Eastern Asia,0,{6.2},6.2
Asia,Indonesia,WD-WISE,1981-9-1,-7.983333333333333,36191,II,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",112.66666666666667,64,"{""concentration = [ not applied ] ratio = [ 1:2.5 ] sample pretreatment = [ sieved over 2 mm sieve ] solution = [ water [H2O] ]""}",False,Over 10 km,ID0025,1123370,South-Eastern Asia,49,{6.6},6.6
Asia,Indonesia,WD-ISIS,1982-12-1,-0.533333333333333,4993,Bw1,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",112.6,39,"{""concentration = [ not applied ] instrument = [ electrode ] monitoring = [ not applied ] ratio = [ 1:2.5 ] sample pretreatment = [ sieved over 2 mm sieve ] solution = [ water [H2O] ]""}",False,Over 10 km,ID015,1116011,South-Eastern Asia,15,{4.5},4.5
Asia,Indonesia,WD-WISE,1983-8-1,4.866666666666667,42719,Ah3,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",96.73333333333333,25,"{""concentration = [ not applied ] ratio = [ 1:2.5 ] sample pretreatment = [ sieved over 2 mm sieve ] solution = [ water [H2O] ]""}",False,Over 10 km,ID0034,1124614,South-Eastern Asia,15,{6.0},6.0
Asia,Indonesia,WD-ISIS,1987-11-1,2.566666666666666,4502,BA,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",98.61666666666666,35,"{""concentration = [ not applied ] instrument = [ electrode ] monitoring = [ not applied ] ratio = [ 1:2.5 ] sample pretreatment = [ sieved over 2 mm sieve ] solution = [ water [H2O] ]""}",False,Over 10 km,ID029,1115941,South-Eastern Asia,16,{5.4},5.4
Asia,Indonesia,US-NCSS,1985-9-3,-1.6069444,601131,,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/,102.3041687,32,"{""instrument = [ electrode ] ratio = [ 1:1 ] sample pretreatment = [ sieved over 2 mm sieve ] solution = [ water [H2O] ]""}",False,1 km - 10 km,86P0130,1052211,South-Eastern Asia,8,{4.4},4.4
Asia,Indonesia,WD-ISIS,1981-7-1,-6.833333333333333,3655,3Bwb,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",107.61666666666666,210,"{""concentration = [ not applied ] instrument = [ electrode ] monitoring = [ not applied ] ratio = [ 1:2.5 ] sample pretreatment = [ sieved over 2 mm sieve ] solution = [ water [H2O] ]""}",False,Over 10 km,ID011,1115821,South-Eastern Asia,162,{5.5},5.5
Asia,Indonesia,WD-ISIS,1987-11-1,2.266666666666667,4902,2C,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",98.66666666666667,158,"{""concentration = [ not applied ] instrument = [ electrode ] monitoring = [ not applied ] ratio = [ 1:2.5 ] sample pretreatment = [ sieved over 2 mm sieve ] solution = [ water [H2O] ]""}",False,Over 10 km,ID027,1115996,South-Eastern Asia,133,{5.8},5.8
Asia,Indonesia,WD-WISE,1988-12-1,1.433333333333333,42869,Bt1,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",101.18055555555556,50,"{""concentration = [ not applied ] ratio = [ 1:2.5 ] sample pretreatment = [ sieved over 2 mm sieve ] solution = [ water [H2O] ]""}",False,Over 10 km,ID0078,1124642,South-Eastern Asia,32,{4.5},4.5
Asia,Indonesia,WD-ISIS,1987-5-1,-7.866666666666667,4918,,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",112.43333333333334,16,"{""concentration = [ not applied ] instrument = [ electrode ] monitoring = [ not applied ] ratio = [ 1:2.5 ] sample pretreatment = [ sieved over 2 mm sieve ] solution = [ water [H2O] ]""}",False,Over 10 km,ID014,1115999,South-Eastern Asia,5,{5.7},5.7
Asia,Indonesia,WD-WISE,1985-9-1,-1.0861111,28828,Bt5,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",101.0180588,200,"{""concentration = [ not applied ] ratio = [ 1:2.5 ] sample pretreatment = [ sieved over 2 mm sieve ] solution = [ water [H2O] ]""}",False,1 km - 10 km,ID0043,1121938,South-Eastern Asia,168,{5.0},5.0
Asia,Indonesia,WD-ISIS,1987-11-1,-1.2305557,4659,Bo2,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",101.2249985,117,"{""concentration = [ not applied ] instrument = [ electrode ] monitoring = [ not applied ] ratio = [ 1:2.5 ] sample pretreatment = [ sieved over 2 mm sieve ] solution = [ water [H2O] ]""}",False,1 km - 10 km,ID035,1115963,South-Eastern Asia,74,{4.5},4.5
Asia,Indonesia,WD-WISE,1980-??-??,-6.7175,28761,B1,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",106.91305555555556,40,"{""concentration = [ not applied ] ratio = [ 1:2.5 ] sample pretreatment = [ sieved over 2 mm sieve ] solution = [ water [H2O] ]""}",False,1 km - 10 km,ID0004,1121927,South-Eastern Asia,24,{5.8},5.8
Asia,Indonesia,WD-WISE,1988-??-??,-0.995833333333333,41634,Btg1,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",116.57083333333334,53,"{""concentration = [ not applied ] ratio = [ 1:2.5 ] sample pretreatment = [ sieved over 2 mm sieve ] solution = [ water [H2O] ]""}",False,1 km - 10 km,ID0087,1124433,South-Eastern Asia,28,{3.9},3.9
Asia,Indonesia,WD-WISE,1985-9-1,-0.9166667,36224,Bo2,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",101.7638855,73,"{""concentration = [ not applied ] ratio = [ 1:2.5 ] sample pretreatment = [ sieved over 2 mm sieve ] solution = [ water [H2O] ]""}",False,Over 10 km,ID0044,1123376,South-Eastern Asia,40,{4.3},4.3
Asia,Indonesia,AU-CSIRO,????-??-??,-10.032,1861941,,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",123.962,30,"{""concentration = [ not applied ] instrument = [ electrode ] ratio = [ 1:5 ] ratio base = [ weight / volume ] sample pretreatment = [ sieved over 2 mm sieve ] solution = [ water [H2O] ] spectral = [ false ]""}",False,100 m - 1 km,397|APSOIL|677|1,731718,South-Eastern Asia,15,{7.5},7.5
Asia,Indonesia,WD-ISIS,1989-2-1,-3.633333333333333,4162,Bw1,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",128.2,72,"{""concentration = [ not applied ] instrument = [ electrode ] monitoring = [ not applied ] ratio = [ 1:2.5 ] sample pretreatment = [ sieved over 2 mm sieve ] solution = [ water [H2O] ]""}",False,Over 10 km,ID044,1115894,South-Eastern Asia,45,{5.8},5.8
Asia,Indonesia,WD-WISE,1985-9-1,-6.522222,28810,Bw1,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",106.3527756,41,"{""concentration = [ not applied ] ratio = [ 1:2.5 ] sample pretreatment = [ sieved over 2 mm sieve ] solution = [ water [H2O] ]""}",False,1 km - 10 km,ID0041,1121936,South-Eastern Asia,10,{4.8},4.8
Asia,Indonesia,US-NCSS,1985-9-1,-1.5666667,602976,Bo4,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/,102.4166641,125,"{""instrument = [ electrode ] ratio = [ 1:1 ] sample pretreatment = [ sieved over 2 mm sieve ] solution = [ water [H2O] ]""}",False,Over 10 km,86P0129,1052484,South-Eastern Asia,92,{4.6},4.6
Asia,Indonesia,WD-WISE,1988-??-??,-1.020833333333333,28859,Ah,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",116.56666666666666,3,"{""concentration = [ not applied ] ratio = [ 1:2.5 ] sample pretreatment = [ sieved over 2 mm sieve ] solution = [ water [H2O] ]""}",False,1 km - 10 km,ID0073,1121944,South-Eastern Asia,0,{3.8},3.8
Asia,Indonesia,WD-WISE,1982-2-1,-6.95,36215,Bwb,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",107.56666666666666,169,"{""concentration = [ not applied ] ratio = [ 1:2.5 ] sample pretreatment = [ sieved over 2 mm sieve ] solution = [ water [H2O] ]""}",False,Over 10 km,ID0030,1123374,South-Eastern Asia,136,{5.5},5.5
Asia,Indonesia,WD-WISE,1980-9-1,3.766666666666667,42185,Cg1,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",97.2,95,"{""concentration = [ not applied ] ratio = [ 1:2.5 ] sample pretreatment = [ sieved over 2 mm sieve ] solution = [ water [H2O] ]""}",False,Over 10 km,ID0013,1124529,South-Eastern Asia,30,{4.7},4.7
Asia,Indonesia,WD-WISE,1981-7-1,-4.75,42488,B1,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",104.98333333333333,36,"{""concentration = [ not applied ] ratio = [ 1:2.5 ] sample pretreatment = [ sieved over 2 mm sieve ] solution = [ water [H2O] ]""}",False,Over 10 km,ID0016,1124576,South-Eastern Asia,11,{4.9},4.9
Asia,Indonesia,WD-WISE,1988-??-??,-0.704166666666667,41630,Btg1,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",116.7125,68,"{""concentration = [ not applied ] ratio = [ 1:2.5 ] sample pretreatment = [ sieved over 2 mm sieve ] solution = [ water [H2O] ]""}",False,1 km - 10 km,ID0086,1124432,South-Eastern Asia,38,{4.6},4.6
Asia,Indonesia,WD-WISE,1985-9-1,-1.2305557,28843,BA,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",101.2249985,20,"{""concentration = [ not applied ] ratio = [ 1:2.5 ] sample pretreatment = [ sieved over 2 mm sieve ] solution = [ water [H2O] ]""}",False,1 km - 10 km,ID0048,1121941,South-Eastern Asia,5,{4.3},4.3
Asia,Indonesia,WD-WISE,1983-2-1,-6.733333333333333,42982,2Ab,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",105.31666666666666,35,"{""concentration = [ not applied ] ratio = [ 1:2.5 ] sample pretreatment = [ sieved over 2 mm sieve ] solution = [ water [H2O] ]""}",False,Over 10 km,ID0036,1124663,South-Eastern Asia,27,{5.9},5.9
Asia,Indonesia,WD-WISE,1988-??-??,-0.9,36271,E,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",116.55416666666666,28,"{""concentration = [ not applied ] ratio = [ 1:2.5 ] sample pretreatment = [ sieved over 2 mm sieve ] solution = [ water [H2O] ]""}",False,Over 10 km,ID0092,1123385,South-Eastern Asia,6,{4.2},4.2
Asia,Indonesia,WD-WISE,1981-10-1,-7.983333333333333,36186,IIIB,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",112.66666666666667,83,"{""concentration = [ not applied ] ratio = [ 1:2.5 ] sample pretreatment = [ sieved over 2 mm sieve ] solution = [ water [H2O] ]""}",False,Over 10 km,ID0023,1123369,South-Eastern Asia,56,{6.2},6.2
Asia,Indonesia,WD-WISE,1981-10-1,-7.983333333333333,36176,IIB,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",112.66666666666667,120,"{""concentration = [ not applied ] ratio = [ 1:2.5 ] sample pretreatment = [ sieved over 2 mm sieve ] solution = [ water [H2O] ]""}",False,Over 10 km,ID0021,1123367,South-Eastern Asia,105,{5.5},5.5
Asia,Indonesia,WD-ISIS,1983-7-1,4.816666666666666,2635,Ah,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",96.75,17,"{""concentration = [ not applied ] instrument = [ electrode ] monitoring = [ not applied ] ratio = [ 1:2.5 ] sample pretreatment = [ sieved over 2 mm sieve ] solution = [ water [H2O] ]""}",False,Over 10 km,ID023,1115671,South-Eastern Asia,0,{5.4},5.4
Asia,Indonesia,US-NCSS,1987-5-1,-6.4333334,602985,,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/,107.4000015,15,"{""instrument = [ electrode ] ratio = [ 1:1 ] sample pretreatment = [ sieved over 2 mm sieve ] solution = [ water [H2O] ]""}",False,Over 10 km,87P0486,1052485,South-Eastern Asia,0,{5.6},5.6
Asia,Indonesia,WD-WISE,1985-9-1,-1.0638889,28830,BA,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",100.9875031,34,"{""concentration = [ not applied ] ratio = [ 1:2.5 ] sample pretreatment = [ sieved over 2 mm sieve ] solution = [ water [H2O] ]""}",False,1 km - 10 km,ID0046,1121939,South-Eastern Asia,4,{4.5},4.5
Asia,Indonesia,WD-WISE,1988-??-??,-0.708333333333333,41651,Ah,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",116.70833333333333,2,"{""concentration = [ not applied ] ratio = [ 1:2.5 ] sample pretreatment = [ sieved over 2 mm sieve ] solution = [ water [H2O] ]""}",False,1 km - 10 km,ID0093,1124437,South-Eastern Asia,0,{4.2},4.2
Asia,Indonesia,WD-WISE,1988-??-??,-0.8625,28890,E,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",116.5625,20,"{""concentration = [ not applied ] ratio = [ 1:2.5 ] sample pretreatment = [ sieved over 2 mm sieve ] solution = [ water [H2O] ]""}",False,1 km - 10 km,ID0079,1121949,South-Eastern Asia,8,{4.2},4.2
Asia,Indonesia,WD-WISE,1983-7-1,4.883333333333333,43732,Ah1,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",96.73333333333333,16,"{""concentration = [ not applied ] ratio = [ 1:2.5 ] sample pretreatment = [ sieved over 2 mm sieve ] solution = [ water [H2O] ]""}",False,Over 10 km,ID0039,1124785,South-Eastern Asia,0,{5.5},5.5
Asia,Indonesia,WD-WISE,1988-??-??,-0.8625,28857,,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",116.57083333333334,110,"{""concentration = [ not applied ] ratio = [ 1:2.5 ] sample pretreatment = [ sieved over 2 mm sieve ] solution = [ water [H2O] ]""}",False,1 km - 10 km,ID0072,1121943,South-Eastern Asia,52,{4.6},4.6
Asia,Indonesia,WD-ISIS,1989-2-1,-3.633333333333333,4160,Ah2,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",128.2,24,"{""concentration = [ not applied ] instrument = [ electrode ] monitoring = [ not applied ] ratio = [ 1:2.5 ] sample pretreatment = [ sieved over 2 mm sieve ] solution = [ water [H2O] ]""}",False,Over 10 km,ID044,1115894,South-Eastern Asia,9,{6.6},6.6
Asia,Indonesia,WD-WISE,1987-11-1,-1.2305557,44170,Bs3,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",101.2249985,160,"{""concentration = [ not applied ] ratio = [ 1:2.5 ] sample pretreatment = [ sieved over 2 mm sieve ] solution = [ water [H2O] ]""}",False,1 km - 10 km,ID0062,1124858,South-Eastern Asia,117,{4.5},4.5
Asia,Indonesia,WD-ISIS,1989-2-1,-3.683333333333334,4128,Ah2,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",128.28333333333333,52,"{""concentration = [ not applied ] instrument = [ electrode ] monitoring = [ not applied ] ratio = [ 1:2.5 ] sample pretreatment = [ sieved over 2 mm sieve ] solution = [ water [H2O] ]""}",False,Over 10 km,ID046,1115889,South-Eastern Asia,12,{5.3},5.3
Asia,Indonesia,WD-ISIS,1987-6-1,-7.866666666666667,4207,,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",112.46666666666667,29,"{""concentration = [ not applied ] instrument = [ electrode ] monitoring = [ not applied ] ratio = [ 1:2.5 ] sample pretreatment = [ sieved over 2 mm sieve ] solution = [ water [H2O] ]""}",False,Over 10 km,ID026,1115900,South-Eastern Asia,16,{4.7},4.7
Asia,Indonesia,WD-ISIS,1987-5-1,-7.866666666666667,4919,,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",112.43333333333334,42,"{""concentration = [ not applied ] instrument = [ electrode ] monitoring = [ not applied ] ratio = [ 1:2.5 ] sample pretreatment = [ sieved over 2 mm sieve ] solution = [ water [H2O] ]""}",False,Over 10 km,ID014,1115999,South-Eastern Asia,16,{6.2},6.2
Asia,Indonesia,WD-WISE,1981-10-1,-7.983333333333333,36161,A11,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",112.66666666666667,10,"{""concentration = [ not applied ] ratio = [ 1:2.5 ] sample pretreatment = [ sieved over 2 mm sieve ] solution = [ water [H2O] ]""}",False,Over 10 km,ID0018,1123365,South-Eastern Asia,0,{5.6},5.6
Asia,Indonesia,WD-WISE,1983-7-1,4.883333333333333,43734,,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",96.73333333333333,29,"{""concentration = [ not applied ] ratio = [ 1:2.5 ] sample pretreatment = [ sieved over 2 mm sieve ] solution = [ water [H2O] ]""}",False,Over 10 km,ID0039,1124785,South-Eastern Asia,23,{5.3},5.3
Asia,Indonesia,WD-WISE,1987-6-1,-7.866666666666667,43186,3Ah2,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",112.48333333333333,138,"{""concentration = [ not applied ] ratio = [ 1:2.5 ] sample pretreatment = [ sieved over 2 mm sieve ] solution = [ water [H2O] ]""}",False,Over 10 km,ID0051,1124698,South-Eastern Asia,107,{6.6},6.6
Asia,Indonesia,WD-ISIS,1988-12-1,1.433333333333333,3153,Bw,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",101.18055555555556,32,"{""concentration = [ not applied ] instrument = [ electrode ] monitoring = [ not applied ] ratio = [ 1:2.5 ] sample pretreatment = [ sieved over 2 mm sieve ] solution = [ water [H2O] ]""}",False,Over 10 km,ID038,1115748,South-Eastern Asia,22,{4.8},4.8
Asia,Indonesia,WD-ISIS,1992-??-??,-0.993333333333333,4347,Bt1,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",116.95666666666666,70,"{""concentration = [ not applied ] instrument = [ electrode ] monitoring = [ not applied ] ratio = [ 1:2.5 ] sample pretreatment = [ sieved over 2 mm sieve ] solution = [ water [H2O] ]""}",False,1 km - 10 km,ID047,1115919,South-Eastern Asia,40,{4.4},4.4
Asia,Indonesia,WD-WISE,1980-??-??,-3.908888888888889,28798,B21,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",122.00722222222223,95,"{""concentration = [ not applied ] ratio = [ 1:2.5 ] sample pretreatment = [ sieved over 2 mm sieve ] solution = [ water [H2O] ]""}",False,1 km - 10 km,ID0015,1121934,South-Eastern Asia,50,{5.3},5.3
Asia,Indonesia,US-NCSS,1994-6-28,-8.5646944,839856,2Btb,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/,119.5031357,130,"{""instrument = [ electrode ] ratio = [ 1:1 ] sample pretreatment = [ sieved over 2 mm sieve ] solution = [ water [H2O] ]""}",False,Circa 100 m,94P0838,1084468,South-Eastern Asia,105,{7.8},7.8
Asia,Indonesia,US-NCSS,1987-5-1,-6.4333334,602980,Bt1,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/,107.4000015,54,"{""instrument = [ electrode ] ratio = [ 1:1 ] sample pretreatment = [ sieved over 2 mm sieve ] solution = [ water [H2O] ]""}",False,Over 10 km,87P0486,1052485,South-Eastern Asia,25,{5.2},5.2
Asia,Indonesia,US-NCSS,1985-9-1,-1.5666667,602972,,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/,102.4166641,19,"{""instrument = [ electrode ] ratio = [ 1:1 ] sample pretreatment = [ sieved over 2 mm sieve ] solution = [ water [H2O] ]""}",False,Over 10 km,86P0129,1052484,South-Eastern Asia,5,{4.2},4.2
Asia,Indonesia,US-NCSS,1985-9-1,-6.522222,601105,Bw,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/,106.3527756,41,"{""instrument = [ electrode ] ratio = [ 1:1 ] sample pretreatment = [ sieved over 2 mm sieve ] solution = [ water [H2O] ]""}",False,1 km - 10 km,86P0131,1052207,South-Eastern Asia,10,{4.8},4.8
Asia,Indonesia,WD-WISE,1987-11-1,2.15,44266,IIB,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",98.55,160,"{""concentration = [ not applied ] ratio = [ 1:2.5 ] sample pretreatment = [ sieved over 2 mm sieve ] solution = [ water [H2O] ]""}",False,Over 10 km,ID0061,1124874,South-Eastern Asia,135,{5.6},5.6
Asia,Indonesia,WD-WISE,1988-??-??,-1.020833333333333,28849,Ah,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",116.56666666666666,10,"{""concentration = [ not applied ] ratio = [ 1:2.5 ] sample pretreatment = [ sieved over 2 mm sieve ] solution = [ water [H2O] ]""}",False,1 km - 10 km,ID0071,1121942,South-Eastern Asia,0,{4.0},4.0
Asia,Indonesia,WD-ISIS,1983-7-1,4.816666666666666,2636,AC,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",96.75,31,"{""concentration = [ not applied ] instrument = [ electrode ] monitoring = [ not applied ] ratio = [ 1:2.5 ] sample pretreatment = [ sieved over 2 mm sieve ] solution = [ water [H2O] ]""}",False,Over 10 km,ID023,1115671,South-Eastern Asia,17,{6.1},6.1
Asia,Indonesia,WD-ISIS,1987-12-1,0.961111111111111,3877,Ah2,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",101.17777777777778,32,"{""concentration = [ not applied ] instrument = [ electrode ] monitoring = [ not applied ] ratio = [ 1:2.5 ] sample pretreatment = [ sieved over 2 mm sieve ] solution = [ water [H2O] ]""}",False,1 km - 10 km,ID041,1115854,South-Eastern Asia,14,{4.7},4.7
Asia,Indonesia,WD-WISE,1981-9-1,-7.983333333333333,36196,A1,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",112.66666666666667,23,"{""concentration = [ not applied ] ratio = [ 1:2.5 ] sample pretreatment = [ sieved over 2 mm sieve ] solution = [ water [H2O] ]""}",False,Over 10 km,ID0027,1123372,South-Eastern Asia,0,{5.5},5.5
Asia,Indonesia,WD-ISIS,1987-5-1,-7.616666666666667,2549,A'h,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",112.83333333333333,113,"{""concentration = [ not applied ] instrument = [ electrode ] monitoring = [ not applied ] ratio = [ 1:2.5 ] sample pretreatment = [ sieved over 2 mm sieve ] solution = [ water [H2O] ]""}",False,Over 10 km,ID025,1115659,South-Eastern Asia,80,{8.2},8.2
