continent,country_name,dataset_id,date,latitude,layer_id,layer_name,licence,longitude,lower_depth,method_options,organic_surface,positional_uncertainty,profile_code,profile_id,region,upper_depth,value,value_avg
Asia,Indonesia,WD-ISIS,1982-12-1,-0.533333333333333,4993,Bw1,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",112.6,39,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,Over 10 km,ID015,1116011,South-Eastern Asia,15,{0.50},0.5
Asia,Indonesia,WD-WISE,1983-8-1,4.866666666666667,42719,Ah3,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",96.73333333333333,25,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,Over 10 km,ID0034,1124614,South-Eastern Asia,15,{2.10},2.1
Asia,Indonesia,WD-ISIS,1987-11-1,2.566666666666666,4502,BA,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",98.61666666666666,35,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,Over 10 km,ID029,1115941,South-Eastern Asia,16,{7.00},7.0
Asia,Indonesia,US-NCSS,1985-9-3,-1.6069444,601131,,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/,102.3041687,32,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,1 km - 10 km,86P0130,1052211,South-Eastern Asia,8,{0.93},0.93
Asia,Indonesia,WD-ISIS,1981-7-1,-6.833333333333333,3655,3Bwb,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",107.61666666666666,210,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,Over 10 km,ID011,1115821,South-Eastern Asia,162,{0.90},0.9
Asia,Indonesia,WD-ISIS,1987-11-1,2.266666666666667,4902,2C,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",98.66666666666667,158,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,Over 10 km,ID027,1115996,South-Eastern Asia,133,{0.10},0.1
Asia,Indonesia,WD-WISE,1988-12-1,1.433333333333333,42869,Bt1,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",101.18055555555556,50,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,Over 10 km,ID0078,1124642,South-Eastern Asia,32,{0.20},0.2
Asia,Indonesia,WD-Mangroves,1997-??-??,-4.796595096588135,3177212,,"CC0 1.0 Universal (CC0 1.0) Public Domain Dedication, https://creativecommons.org/publicdomain/zero/1.0/deed.en",136.85011291503906,42,"{""sample pretreatment = [ sieved over 2 mm sieve ] spectral = [ false ]""}",False,Circa 100 m,GJB04 1,1117511,South-Eastern Asia,38,{2.70},2.7
Asia,Indonesia,WD-ISIS,1987-5-1,-7.866666666666667,4918,,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",112.43333333333334,16,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,Over 10 km,ID014,1115999,South-Eastern Asia,5,{1.60},1.6
Asia,Indonesia,WD-ISIS,1987-11-1,-1.2305557,4659,Bo2,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",101.2249985,117,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,1 km - 10 km,ID035,1115963,South-Eastern Asia,74,{0.60},0.6
Asia,Indonesia,WD-WISE,1988-??-??,-0.995833333333333,41634,Btg1,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",116.57083333333334,53,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,1 km - 10 km,ID0087,1124433,South-Eastern Asia,28,{0.80},0.8
Asia,Indonesia,WD-WISE,1985-9-1,-0.9166667,36224,Bo2,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",101.7638855,73,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,Over 10 km,ID0044,1123376,South-Eastern Asia,40,{0.80},0.8
Asia,Indonesia,WD-ISIS,1989-2-1,-3.633333333333333,4162,Bw1,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",128.2,72,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,Over 10 km,ID044,1115894,South-Eastern Asia,45,{1.10},1.1
Asia,Indonesia,WD-WISE,1985-9-1,-6.522222,28810,Bw1,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",106.3527756,41,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,1 km - 10 km,ID0041,1121936,South-Eastern Asia,10,{1.40},1.4
Asia,Indonesia,WD-WISE,1988-??-??,-1.020833333333333,28859,Ah,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",116.56666666666666,3,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,1 km - 10 km,ID0073,1121944,South-Eastern Asia,0,{3.10},3.1
Asia,Indonesia,WD-WISE,1982-2-1,-6.95,36215,Bwb,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",107.56666666666666,169,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,Over 10 km,ID0030,1123374,South-Eastern Asia,136,{2.50},2.5
Asia,Indonesia,WD-WISE,1980-9-1,3.766666666666667,42185,Cg1,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",97.2,95,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,Over 10 km,ID0013,1124529,South-Eastern Asia,30,{0.30},0.3
Asia,Indonesia,WD-WISE,1981-7-1,-4.75,42488,B1,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",104.98333333333333,36,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,Over 10 km,ID0016,1124576,South-Eastern Asia,11,{0.50},0.5
Asia,Indonesia,WD-Mangroves,1997-??-??,-4.873499870300293,3173521,,"CC0 1.0 Universal (CC0 1.0) Public Domain Dedication, https://creativecommons.org/publicdomain/zero/1.0/deed.en",136.97483825683594,22,"{""sample pretreatment = [ sieved over 2 mm sieve ] spectral = [ false ]""}",False,Circa 100 m,GJB04 3,1116766,South-Eastern Asia,18,{1.90},1.9
Asia,Indonesia,WD-WISE,1988-??-??,-0.704166666666667,41630,Btg1,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",116.7125,68,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,1 km - 10 km,ID0086,1124432,South-Eastern Asia,38,{0.70},0.7
Asia,Indonesia,WD-WISE,1985-9-1,-1.2305557,28843,BA,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",101.2249985,20,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,1 km - 10 km,ID0048,1121941,South-Eastern Asia,5,{1.20},1.2
Asia,Indonesia,WD-WISE,1983-2-1,-6.733333333333333,42982,2Ab,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",105.31666666666666,35,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,Over 10 km,ID0036,1124663,South-Eastern Asia,27,{1.60},1.6
Asia,Indonesia,WD-WISE,1988-??-??,-0.9,36271,E,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",116.55416666666666,28,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,Over 10 km,ID0092,1123385,South-Eastern Asia,6,{0.80},0.8
Asia,Indonesia,WD-WISE,1981-10-1,-7.983333333333333,36186,IIIB,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",112.66666666666667,83,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,Over 10 km,ID0023,1123369,South-Eastern Asia,56,{1.90},1.9
Asia,Indonesia,WD-WISE,1981-10-1,-7.983333333333333,36176,IIB,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",112.66666666666667,120,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,Over 10 km,ID0021,1123367,South-Eastern Asia,105,{1.40},1.4
Asia,Indonesia,WD-ISIS,1983-7-1,4.816666666666666,2635,Ah,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",96.75,17,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,Over 10 km,ID023,1115671,South-Eastern Asia,0,{4.80},4.8
Asia,Indonesia,US-NCSS,1987-5-1,-6.4333334,602985,,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/,107.4000015,15,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,Over 10 km,87P0486,1052485,South-Eastern Asia,0,{2.20},2.2
Asia,Indonesia,WD-WISE,1985-9-1,-1.0638889,28830,BA,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",100.9875031,34,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,1 km - 10 km,ID0046,1121939,South-Eastern Asia,4,{0.70},0.7
Asia,Indonesia,WD-WISE,1988-??-??,-0.708333333333333,41651,Ah,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",116.70833333333333,2,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,1 km - 10 km,ID0093,1124437,South-Eastern Asia,0,{2.60},2.6
Asia,Indonesia,WD-WISE,1988-??-??,-0.8625,28890,E,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",116.5625,20,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,1 km - 10 km,ID0079,1121949,South-Eastern Asia,8,{1.10},1.1
Asia,Indonesia,WD-WISE,1983-7-1,4.883333333333333,43732,Ah1,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",96.73333333333333,16,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,Over 10 km,ID0039,1124785,South-Eastern Asia,0,{5.10},5.1
Asia,Indonesia,WD-WISE,1988-??-??,-0.8625,28857,,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",116.57083333333334,110,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,1 km - 10 km,ID0072,1121943,South-Eastern Asia,52,{0.30},0.3
Asia,Indonesia,WD-ISIS,1989-2-1,-3.633333333333333,4160,Ah2,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",128.2,24,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,Over 10 km,ID044,1115894,South-Eastern Asia,9,{2.90},2.9
Asia,Indonesia,WD-WISE,1987-11-1,-1.2305557,44170,Bs3,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",101.2249985,160,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,1 km - 10 km,ID0062,1124858,South-Eastern Asia,117,{0.50},0.5
Asia,Indonesia,WD-ISIS,1989-2-1,-3.683333333333334,4128,Ah2,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",128.28333333333333,52,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,Over 10 km,ID046,1115889,South-Eastern Asia,12,{0.80},0.8
Asia,Indonesia,WD-ISIS,1987-6-1,-7.866666666666667,4207,,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",112.46666666666667,29,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,Over 10 km,ID026,1115900,South-Eastern Asia,16,{1.90},1.9
Asia,Indonesia,WD-ISIS,1987-5-1,-7.866666666666667,4919,,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",112.43333333333334,42,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,Over 10 km,ID014,1115999,South-Eastern Asia,16,{1.30},1.3
Asia,Indonesia,WD-WISE,1981-10-1,-7.983333333333333,36161,A11,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",112.66666666666667,10,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,Over 10 km,ID0018,1123365,South-Eastern Asia,0,{4.30},4.3
Asia,Indonesia,WD-WISE,1983-7-1,4.883333333333333,43734,,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",96.73333333333333,29,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,Over 10 km,ID0039,1124785,South-Eastern Asia,23,{1.10},1.1
Asia,Indonesia,WD-ISIS,1988-12-1,1.433333333333333,3153,Bw,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",101.18055555555556,32,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,Over 10 km,ID038,1115748,South-Eastern Asia,22,{0.70},0.7
Asia,Indonesia,WD-ISIS,1992-??-??,-0.993333333333333,4347,Bt1,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",116.95666666666666,70,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,1 km - 10 km,ID047,1115919,South-Eastern Asia,40,{0.20},0.2
Asia,Indonesia,US-NCSS,1994-6-28,-8.5646944,839856,2Btb,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/,119.5031357,130,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,Circa 100 m,94P0838,1084468,South-Eastern Asia,105,{1.13},1.13
Asia,Indonesia,US-NCSS,1987-5-1,-6.4333334,602980,Bt1,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/,107.4000015,54,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,Over 10 km,87P0486,1052485,South-Eastern Asia,25,{0.83},0.83
Asia,Indonesia,US-NCSS,1985-9-1,-1.5666667,602972,,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/,102.4166641,19,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,Over 10 km,86P0129,1052484,South-Eastern Asia,5,{0.79},0.79
Asia,Indonesia,US-NCSS,1985-9-1,-6.522222,601105,Bw,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/,106.3527756,41,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,1 km - 10 km,86P0131,1052207,South-Eastern Asia,10,{1.45},1.45
Asia,Indonesia,WD-WISE,1987-11-1,2.15,44266,IIB,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",98.55,160,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,Over 10 km,ID0061,1124874,South-Eastern Asia,135,{0.20},0.2
Asia,Indonesia,WD-WISE,1988-??-??,-1.020833333333333,28849,Ah,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",116.56666666666666,10,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,1 km - 10 km,ID0071,1121942,South-Eastern Asia,0,{2.90},2.9
Asia,Indonesia,WD-ISIS,1983-7-1,4.816666666666666,2636,AC,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",96.75,31,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,Over 10 km,ID023,1115671,South-Eastern Asia,17,{1.80},1.8
Asia,Indonesia,WD-ISIS,1987-12-1,0.961111111111111,3877,Ah2,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",101.17777777777778,32,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,1 km - 10 km,ID041,1115854,South-Eastern Asia,14,{0.80},0.8
Asia,Indonesia,WD-WISE,1981-9-1,-7.983333333333333,36196,A1,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",112.66666666666667,23,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,Over 10 km,ID0027,1123372,South-Eastern Asia,0,{1.50},1.5
Asia,Indonesia,WD-Mangroves,1997-??-??,-4.796595096588135,3177209,,"CC0 1.0 Universal (CC0 1.0) Public Domain Dedication, https://creativecommons.org/publicdomain/zero/1.0/deed.en",136.85011291503906,30,"{""sample pretreatment = [ sieved over 2 mm sieve ] spectral = [ false ]""}",False,Circa 100 m,GJB04 1,1117511,South-Eastern Asia,26,{2.70},2.7
Asia,Indonesia,WD-ISIS,1987-5-1,-7.616666666666667,2549,A'h,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",112.83333333333333,113,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,Over 10 km,ID025,1115659,South-Eastern Asia,80,{0.40},0.4
Asia,Indonesia,WD-ISIS,1987-12-1,1.941666666666667,4259,2Cg2,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",101.32222222222222,33,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,1 km - 10 km,ID042,1115907,South-Eastern Asia,16,{1.80},1.8
Asia,Indonesia,US-NCSS,1982-2-1,-4.866666666666667,602956,,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/,104.98333333333333,192,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,Over 10 km,82P0382,1052481,South-Eastern Asia,162,{0.16},0.16
Asia,Indonesia,WD-WISE,1981-7-1,-6.833333333333333,43308,2B2b,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",107.61666666666666,141,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,Over 10 km,ID0019,1124715,South-Eastern Asia,132,{2.30},2.3
Asia,Indonesia,WD-WISE,1981-9-1,-7.983333333333333,35857,Ap,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",112.66666666666667,4,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,Over 10 km,ID0024,1123309,South-Eastern Asia,0,{2.00},2.0
Asia,Indonesia,WD-ISIS,1980-6-1,3.783333333333333,2679,,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",97.61666666666666,75,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,Over 10 km,ID008,1115677,South-Eastern Asia,70,{0.80},0.8
Asia,Indonesia,WD-ISIS,1987-6-1,-6.583333333333333,4292,Bw3,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",106.81666666666666,120,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,Over 10 km,ID004,1115912,South-Eastern Asia,80,{0.70},0.7
Asia,Indonesia,US-NCSS,1982-2-1,-6.95,602963,Bwb2,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/,107.56666666666666,169,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,Over 10 km,82P0381,1052482,South-Eastern Asia,136,{2.49},2.49
Asia,Indonesia,WD-WISE,1982-2-1,-4.866666666666667,36206,Bt4,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",104.98333333333333,128,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,Over 10 km,ID0028,1123373,South-Eastern Asia,111,{0.20},0.2
Asia,Indonesia,WD-WISE,1987-11-1,-1.2305557,44172,C2,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",101.2249985,280,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,1 km - 10 km,ID0062,1124858,South-Eastern Asia,200,{0.20},0.2
Asia,Indonesia,WD-Mangroves,1997-??-??,-4.837333202362061,3177196,,"CC0 1.0 Universal (CC0 1.0) Public Domain Dedication, https://creativecommons.org/publicdomain/zero/1.0/deed.en",136.96566772460938,46,"{""sample pretreatment = [ sieved over 2 mm sieve ] spectral = [ false ]""}",False,Circa 100 m,GJB04 5,1117510,South-Eastern Asia,42,{0.70},0.7
Asia,Indonesia,WD-ISIS,1987-6-1,-7.866666666666667,3509,3Ah1,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",112.48333333333333,107,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,Over 10 km,ID024,1115804,South-Eastern Asia,95,{1.30},1.3
Asia,Indonesia,WD-ISIS,1983-7-1,4.883333333333333,4138,Ah2,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",96.73333333333333,23,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,Over 10 km,ID019,1115891,South-Eastern Asia,16,{2.10},2.1
Asia,Indonesia,WD-ISIS,1987-6-1,-7.866666666666667,4205,Ap,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",112.46666666666667,16,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,Over 10 km,ID026,1115900,South-Eastern Asia,0,{2.00},2.0
Asia,Indonesia,WD-WISE,1981-9-1,-7.983333333333333,36199,B22,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",112.66666666666667,78,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,Over 10 km,ID0027,1123372,South-Eastern Asia,60,{0.70},0.7
Asia,Indonesia,WD-Mangroves,1997-??-??,-4.796595096588135,3177207,,"CC0 1.0 Universal (CC0 1.0) Public Domain Dedication, https://creativecommons.org/publicdomain/zero/1.0/deed.en",136.85011291503906,22,"{""sample pretreatment = [ sieved over 2 mm sieve ] spectral = [ false ]""}",False,Circa 100 m,GJB04 1,1117511,South-Eastern Asia,18,{3.30},3.3
Asia,Indonesia,WD-WISE,1982-2-1,0.0,25625,BA,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",102.0,27,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,Over 10 km,ID0029,1121450,South-Eastern Asia,12,{1.50},1.5
Asia,Indonesia,WD-WISE,1988-??-??,-0.695833333333333,28894,Ah,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",116.72083333333333,3,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,1 km - 10 km,ID0084,1121950,South-Eastern Asia,0,{2.30},2.3
Asia,Indonesia,WD-WISE,1985-9-3,-1.8444444,28819,Bo2,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",101.4777756,68,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,1 km - 10 km,ID0042,1121937,South-Eastern Asia,37,{0.70},0.7
Asia,Indonesia,WD-ISIS,1987-12-1,1.941666666666667,4260,3C1,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",101.32222222222222,46,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,1 km - 10 km,ID042,1115907,South-Eastern Asia,33,{1.80},1.8
Asia,Indonesia,WD-ISIS,1981-7-1,-6.833333333333333,3651,2Ahb2,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",107.61666666666666,107,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,Over 10 km,ID011,1115821,South-Eastern Asia,78,{3.50},3.5
Asia,Indonesia,WD-WISE,1982-2-1,-4.866666666666667,36207,Bt5,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",104.98333333333333,162,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,Over 10 km,ID0028,1123373,South-Eastern Asia,128,{0.20},0.2
Asia,Indonesia,WD-WISE,1981-9-1,-7.983333333333333,36190,B,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",112.66666666666667,49,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,Over 10 km,ID0025,1123370,South-Eastern Asia,30,{1.00},1.0
Asia,Indonesia,WD-WISE,1988-??-??,-0.708333333333333,28888,Btg3,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",116.70833333333333,150,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,1 km - 10 km,ID0077,1121948,South-Eastern Asia,88,{0.50},0.5
Asia,Indonesia,US-NCSS,1987-5-1,-6.4333334,602979,,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/,107.4000015,25,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,Over 10 km,87P0486,1052485,South-Eastern Asia,12,{1.13},1.13
