record_id,source_dataset,soil_color,ph,nitrogen,phosphorus,potassium,zinc,sulfur,specific_humidity_winter,specific_humidity_spring,specific_humidity_summer,specific_humidity_autumn,temperature_max_winter,temperature_max_spring,temperature_max_summer,temperature_max_autumn,temperature_min_winter,temperature_min_spring,temperature_min_summer,temperature_min_autumn,rainfall_winter,rainfall_spring,rainfall_summer,rainfall_autumn,wind_speed_10m,soil_moisture_surface,cloud_amount,wind_speed_range_2m,surface_pressure,specific_humidity_mean,temperature_mean,temperature_seasonal_range,rainfall_mean,rainfall_total_proxy,target_crop
rec_00034,mendeley_8v757rr4st,brown,5.57,0.23,8.048,71.766,3.137,5.906,7.65,7.773333333,10.98666667,9.726666667,9.03,25.14666667,28.24333333,23.80666667,3.413333333,6.96,9.98,5.703333333,1.17,2.243333333,7.52,2.88,81.06,0.69,53.45,6.48,75.83,9.0341666675,14.035416667,24.829999996999998,3.45333333325,13.813333333,Barley
rec_00035,mendeley_8v757rr4st,brown,6.05,0.23,168.213,697.628,1.814,15.609,7.65,7.773333333,10.98666667,9.726666667,9.03,25.14666667,28.24333333,23.80666667,3.413333333,6.96,9.98,5.703333333,1.17,2.243333333,7.52,2.88,81.06,0.69,53.45,6.48,75.83,9.0341666675,14.035416667,24.829999996999998,3.45333333325,13.813333333,Barley
rec_00036,mendeley_8v757rr4st,brown,6.01,0.23,58.65,285.655,1.733,10.517,7.65,7.773333333,10.98666667,9.726666667,9.03,25.14666667,28.24333333,23.80666667,3.413333333,6.96,9.98,5.703333333,1.17,2.243333333,7.52,2.88,81.06,0.69,53.45,6.48,75.83,9.0341666675,14.035416667,24.829999996999998,3.45333333325,13.813333333,Barley
rec_00037,mendeley_8v757rr4st,black,5.85,0.23,3.766,183.472,1.44,11.939,7.65,7.773333333,10.98666667,9.726666667,9.03,25.14666667,28.24333333,23.80666667,3.413333333,6.96,9.98,5.703333333,1.17,2.243333333,7.52,2.88,81.06,0.69,53.45,6.48,75.83,9.0341666675,14.035416667,24.829999996999998,3.45333333325,13.813333333,Barley
rec_00038,mendeley_8v757rr4st,red,6.15,0.23,5.095,89.77,0.999941,11.033,7.65,7.773333333,10.98666667,9.726666667,9.03,25.14666667,28.24333333,23.80666667,3.413333333,6.96,9.98,5.703333333,1.17,2.243333333,7.52,2.88,81.06,0.69,53.45,6.48,75.83,9.0341666675,14.035416667,24.829999996999998,3.45333333325,13.813333333,Barley
rec_00039,mendeley_8v757rr4st,brown,6.1,0.2365,12.0,420.0,2.2,7.0,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,8.59500000075,13.937083334125001,23.563333337,3.2883333332499998,13.153333332999999,Barley
rec_00040,mendeley_8v757rr4st,brown,5.57,0.23,6.915,267.393,1.064,13.226,7.65,7.773333333,10.98666667,9.726666667,9.03,25.14666667,28.24333333,23.80666667,3.413333333,6.96,9.98,5.703333333,1.17,2.243333333,7.52,2.88,81.06,0.69,53.45,6.48,75.83,9.0341666675,14.035416667,24.829999996999998,3.45333333325,13.813333333,Barley
rec_00041,mendeley_8v757rr4st,brown,5.45,0.23,2.712,449.394,3.157,13.146,7.65,7.773333333,10.98666667,9.726666667,9.03,25.14666667,28.24333333,23.80666667,3.413333333,6.96,9.98,5.703333333,1.17,2.243333333,7.52,2.88,81.06,0.69,53.45,6.48,75.83,9.0341666675,14.035416667,24.829999996999998,3.45333333325,13.813333333,Barley
rec_00042,mendeley_8v757rr4st,brown,5.61,0.23,4.224,161.458,1.325,12.158,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,8.59500000075,13.937083334125001,23.563333337,3.2883333332499998,13.153333332999999,Barley
rec_00043,mendeley_8v757rr4st,red,6.0,0.23,6.002,98.899,0.646985,10.839,7.65,7.773333333,10.98666667,9.726666667,9.03,25.14666667,28.24333333,23.80666667,3.413333333,6.96,9.98,5.703333333,1.17,2.243333333,7.52,2.88,81.06,0.69,53.45,6.48,75.83,9.0341666675,14.035416667,24.829999996999998,3.45333333325,13.813333333,Barley
rec_00044,mendeley_8v757rr4st,red,5.74,0.23,3.149,177.9,1.03,12.044,7.65,7.773333333,10.98666667,9.726666667,9.03,25.14666667,28.24333333,23.80666667,3.413333333,6.96,9.98,5.703333333,1.17,2.243333333,7.52,2.88,81.06,0.69,53.45,6.48,75.83,9.0341666675,14.035416667,24.829999996999998,3.45333333325,13.813333333,Barley
rec_00045,mendeley_8v757rr4st,brown,5.71,0.23,4.908,366.933,0.812608,16.75,7.65,7.773333333,10.98666667,9.726666667,9.03,25.14666667,28.24333333,23.80666667,3.413333333,6.96,9.98,5.703333333,1.17,2.243333333,7.52,2.88,81.06,0.69,53.45,6.48,75.83,9.0341666675,14.035416667,24.829999996999998,3.45333333325,13.813333333,Barley
rec_00046,mendeley_8v757rr4st,brown,5.7,0.3493,7.0,191.0,3.5,8.0,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,8.59500000075,13.937083334125001,23.563333337,3.2883333332499998,13.153333332999999,Barley
rec_00047,mendeley_8v757rr4st,other,6.0,0.2681,15.0,296.0,3.3,13.0,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,8.59500000075,13.937083334125001,23.563333337,3.2883333332499998,13.153333332999999,Barley
rec_00048,mendeley_8v757rr4st,brown,5.7,0.358,12.0,241.0,3.0,13.0,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,8.59500000075,13.937083334125001,23.563333337,3.2883333332499998,13.153333332999999,Barley
rec_00049,mendeley_8v757rr4st,other,5.8,0.3411,6.0,182.0,3.0,8.0,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,8.59500000075,13.937083334125001,23.563333337,3.2883333332499998,13.153333332999999,Barley
rec_00050,mendeley_8v757rr4st,brown,6.4,0.1255,50.0,239.0,1.3,17.0,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,8.59500000075,13.937083334125001,23.563333337,3.2883333332499998,13.153333332999999,Barley
rec_00051,mendeley_8v757rr4st,other,5.7,0.2748,4.0,208.0,2.8,6.0,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,8.59500000075,13.937083334125001,23.563333337,3.2883333332499998,13.153333332999999,Barley
rec_00052,mendeley_8v757rr4st,brown,5.9,0.219,8.0,242.0,2.4,9.0,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,8.59500000075,13.937083334125001,23.563333337,3.2883333332499998,13.153333332999999,Barley
rec_00053,mendeley_8v757rr4st,other,5.8,0.2242,11.0,343.0,3.2,7.0,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,8.59500000075,13.937083334125001,23.563333337,3.2883333332499998,13.153333332999999,Barley
rec_00054,mendeley_8v757rr4st,other,6.0,0.2734,11.0,318.0,3.3,6.0,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,8.59500000075,13.937083334125001,23.563333337,3.2883333332499998,13.153333332999999,Barley
rec_00055,mendeley_8v757rr4st,brown,6.3,0.1702,10.0,295.0,2.2,5.0,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,8.59500000075,13.937083334125001,23.563333337,3.2883333332499998,13.153333332999999,Barley
rec_00056,mendeley_8v757rr4st,brown,6.07,0.23,13.546,125.216,1.459,11.334,7.65,7.773333333,10.98666667,9.726666667,9.03,25.14666667,28.24333333,23.80666667,3.413333333,6.96,9.98,5.703333333,1.17,2.243333333,7.52,2.88,81.06,0.69,53.45,6.48,75.83,9.0341666675,14.035416667,24.829999996999998,3.45333333325,13.813333333,Barley
rec_00057,mendeley_8v757rr4st,brown,5.56,0.23,5.391,158.106,2.349,14.209,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,8.59500000075,13.937083334125001,23.563333337,3.2883333332499998,13.153333332999999,Barley
rec_00058,mendeley_8v757rr4st,brown,6.25,0.23,84.785,55.791,0.769416,5.549,7.65,7.773333333,10.98666667,9.726666667,9.03,25.14666667,28.24333333,23.80666667,3.413333333,6.96,9.98,5.703333333,1.17,2.243333333,7.52,2.88,81.06,0.69,53.45,6.48,75.83,9.0341666675,14.035416667,24.829999996999998,3.45333333325,13.813333333,Barley
rec_00059,mendeley_8v757rr4st,brown,6.3,0.1754,5.0,159.0,1.4,6.0,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,8.59500000075,13.937083334125001,23.563333337,3.2883333332499998,13.153333332999999,Barley
rec_00060,mendeley_8v757rr4st,red,5.9,0.2145,4.0,185.0,1.5,8.0,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,8.59500000075,13.937083334125001,23.563333337,3.2883333332499998,13.153333332999999,Barley
rec_00061,mendeley_8v757rr4st,brown,5.9,0.2905,3.0,316.0,3.4,6.0,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,8.59500000075,13.937083334125001,23.563333337,3.2883333332499998,13.153333332999999,Barley
rec_00062,mendeley_8v757rr4st,brown,6.1,0.2087,164.0,910.0,3.3,7.0,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,8.59500000075,13.937083334125001,23.563333337,3.2883333332499998,13.153333332999999,Barley
rec_00063,mendeley_8v757rr4st,gray,5.7,0.23,17.626,187.345,1.087,15.959,7.65,7.773333333,10.98666667,9.726666667,9.03,25.14666667,28.24333333,23.80666667,3.413333333,6.96,9.98,5.703333333,1.17,2.243333333,7.52,2.88,81.06,0.69,53.45,6.48,75.83,9.0341666675,14.035416667,24.829999996999998,3.45333333325,13.813333333,Barley
rec_00064,mendeley_8v757rr4st,gray,5.61,0.23,291.856,1458.2,3.463,21.958,7.65,7.773333333,10.98666667,9.726666667,9.03,25.14666667,28.24333333,23.80666667,3.413333333,6.96,9.98,5.703333333,1.17,2.243333333,7.52,2.88,81.06,0.69,53.45,6.48,75.83,9.0341666675,14.035416667,24.829999996999998,3.45333333325,13.813333333,Barley
rec_00065,mendeley_8v757rr4st,brown,5.63,0.23,23.076,391.602,2.039,17.165,7.65,7.773333333,10.98666667,9.726666667,9.03,25.14666667,28.24333333,23.80666667,3.413333333,6.96,9.98,5.703333333,1.17,2.243333333,7.52,2.88,81.06,0.69,53.45,6.48,75.83,9.0341666675,14.035416667,24.829999996999998,3.45333333325,13.813333333,Barley
rec_00066,mendeley_8v757rr4st,brown,6.35,0.23,3.226,104.195,1.098,12.622,7.65,7.773333333,10.98666667,9.726666667,9.03,25.14666667,28.24333333,23.80666667,3.413333333,6.96,9.98,5.703333333,1.17,2.243333333,7.52,2.88,81.06,0.69,53.45,6.48,75.83,9.0341666675,14.035416667,24.829999996999998,3.45333333325,13.813333333,Barley
rec_00067,mendeley_8v757rr4st,brown,6.0,0.2593,3.0,226.0,1.9,7.0,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,8.59500000075,13.937083334125001,23.563333337,3.2883333332499998,13.153333332999999,Barley
rec_00068,mendeley_8v757rr4st,red,6.1,0.1692,96.0,415.0,2.2,10.0,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,8.59500000075,13.937083334125001,23.563333337,3.2883333332499998,13.153333332999999,Barley
rec_00069,mendeley_8v757rr4st,red,5.8,0.184,7.0,319.0,2.1,7.0,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,8.59500000075,13.937083334125001,23.563333337,3.2883333332499998,13.153333332999999,Barley
rec_00070,mendeley_8v757rr4st,brown,5.61,0.23,16.899,237.341,1.708,13.733,7.65,7.773333333,10.98666667,9.726666667,9.03,25.14666667,28.24333333,23.80666667,3.413333333,6.96,9.98,5.703333333,1.17,2.243333333,7.52,2.88,81.06,0.69,53.45,6.48,75.83,9.0341666675,14.035416667,24.829999996999998,3.45333333325,13.813333333,Barley
